,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
8077,4650797,"5 More than $100,000",Autos < Adults (18 yrs or older),2,55.93713,18
8078,4651016,"3 $35,000 - $59,999",0,1,280.21103,2
8079,4651376,"5 More than $100,000",0,1,163.538795,2
8080,4651620,"3 $35,000 - $59,999",0,1,280.21103,7
8081,4651632,"5 More than $100,000",Autos = Adults (18 yrs or older),2,179.04333,14
8082,4651668,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,191.96839,4
8083,4651676,"5 More than $100,000",Autos = Adults (18 yrs or older),2,111.87426,2
8084,4652153,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,285.26752999999997,6
8085,4652163,"2 $20,000 - $34,999",0,1,339.87347,2
8086,4652199,na,0,1,339.87347,8
8087,4652229,"5 More than $100,000",Autos < Adults (18 yrs or older),2,57.14935,2
8088,4652266,"5 More than $100,000",Autos = Adults (18 yrs or older),1,327.07759,6
8089,4652450,"3 $35,000 - $59,999",0,1,142.63376499999998,14
8090,4652630,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,149.19651000000002,4
8091,4653112,"2 $20,000 - $34,999",0,1,982.4209050000001,12
8092,4653270,"3 $35,000 - $59,999",0,1,137.97706000000002,4
8093,4653399,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,69.32975,10
8094,4653409,"3 $35,000 - $59,999",0,1,137.97706000000002,6
8095,4653422,"5 More than $100,000",0,2,378.34109,6
8096,4653431,"5 More than $100,000",Autos = Adults (18 yrs or older),1,52.289609999999996,3
8097,4653533,"5 More than $100,000",Autos < Adults (18 yrs or older),3,84.10175500000001,24
8098,4653653,"4 $60,000 -  $99,999",0,1,40.720315,12
8099,4653664,"3 $35,000 - $59,999",0,1,74.59825500000001,3
8100,4653956,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,285.26752999999997,5
8101,4653979,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,118.42098999999999,9
8102,4654021,na,0,1,346.00655,2
8103,4654069,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,205.58435,6
8104,4654272,na,0,2,71.817565,14
8105,4654274,"5 More than $100,000",Autos < Adults (18 yrs or older),2,28.574675,8
8106,4654328,"5 More than $100,000",Autos = Adults (18 yrs or older),2,55.93713,17
8107,4654438,"3 $35,000 - $59,999",0,1,280.21103,3
8108,4654520,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,209.29421000000002,4
8109,4654523,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,506.71939000000003,18
